"sample"	"cluster"	"maxprob"	"P1"	"P2"	"P3"	"P4"	"P5"	"HIST1H2AC"	"CARD11"	"SF3B1"	"LTB"	"ACTB"	"RHOA"	"HIST1H2BK"	"HIST1H2AM"	"TOX"	"ETS1"	"HIST1H1B"	"HIST1H1D"	"KLHL6"	"ZFP36L1"	"HIST1H1C"	"STAT3"	"HIST1H2BC"	"CD58"	"NFKBIA"	"CD83"	"BRAF"	"NFKBIE"	"HIST1H1E"	"SGK1"	"SV.MYC"	"X18Q21.33.BCL2..AMP"	"BTG1"	"PRDM1"	"HLA.A"	"X19Q.AMP"	"X19P13.2.DEL"	"ZC3H12A"	"GRHPR"	"X19Q13.42.AMP"	"TBL1XR1"	"X17Q25.1.DEL"	"PIM1"	"X18P.AMP"	"ETV6"	"MYD88"	"X3P.AMP"	"CD79B"	"X13Q.AMP"	"X18Q.AMP"	"X10Q23.31.DEL"	"X19Q13.32.DEL"	"X8Q12.1.DEL"	"X1Q42.12.DEL"	"X11Q23.3.AMP"	"X3Q28.AMP"	"X6Q.DEL"	"X12P13.2.DEL"	"X2Q22.2.DEL"	"X6P.AMP"	"X13Q31.3.AMP"	"X11Q.AMP"	"X5Q.AMP"	"X19P13.3.DEL"	"X13Q14.2.DEL"	"X17Q24.3.AMP"	"X8Q24.22.AMP"	"X18Q23.DEL"	"X1Q23.3.AMP"	"X3Q28.DEL"	"X1P36.32.DEL"	"X16Q12.1.DEL"	"X2P16.1.AMP"	"X3P21.31.DEL"	"X14Q32.31.DEL"	"X4Q21.22.DEL"	"X1P13.1.DEL"	"X1P36.11.DEL"	"X1P31.1.DEL"	"X4Q35.1.DEL"	"X9Q21.13.DEL"	"X9P21.3.DEL"	"X21Q.AMP"	"X17P11.2.DEL"	"X17P.DEL"	"TP53"	"PTEN"	"MEF2B"	"GNA13"	"IRF8"	"HVCN1"	"TNFRSF14"	"KMT2D"	"EZH2"	"CREBBP"	"SV.BCL2"	"BCL2"	"SV.CD274.PDCD1LG2"	"SPEN"	"HLA.B"	"ZEB2"	"SV.TP63"	"X5P.AMP"	"FAS"	"TMEM30A"	"NOTCH2"	"B2M"	"CD70"	"UBE2A"	"TNFAIP3"	"BCL10"	"SV.BCL6"
"DLBCL_C_D_1115_NULLPAIR"	"1"	"0.855033214765336"	"0.855033214765336"	"0.0346510469690432"	"0.0355467075574712"	"0.0346510469690432"	"0.0401179837391062"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"DFCIDL004_DT"	"1"	"0.863264367930073"	"0.863264367930073"	"0.0117953329430601"	"0.0120708846108037"	"0.101074081573003"	"0.0117953329430601"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"
"DLBCL_C_D_1112_NULLPAIR"	"1"	"0.884123608283241"	"0.884123608283241"	"0.0130677711226008"	"0.0161037387756653"	"0.07511906266519"	"0.0115858191533025"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"
"DLBCL_RICOVER_945"	"1"	"0.885639051724246"	"0.885639051724246"	"0.024897987245373"	"0.0248110235482908"	"0.0248110235482908"	"0.0398409139337998"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"
"DLBCL_RICOVER_258"	"1"	"0.907484253983278"	"0.907484253983278"	"0.0500008103824977"	"0.0124453767285618"	"0.0168516813478486"	"0.0132178775578136"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"0"
"DLBCL_BWH_DLBCL64"	"1"	"0.912337525380396"	"0.912337525380396"	"0.0161229726077366"	"0.0291507892335103"	"0.0161229726077366"	"0.026265740170621"	"2"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"DLBCL_C_D_1156_NULLPAIR"	"1"	"0.923781222315817"	"0.923781222315817"	"0.0179549679460572"	"0.0217540977047624"	"0.0181924135673541"	"0.0183172984660096"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"DLBCL_LS4323"	"1"	"0.932093721206562"	"0.932093721206562"	"0.0103028105467421"	"0.0354621687225539"	"0.0103028105467421"	"0.0118384889773999"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"
"DLBCL_MC_F648_JKW"	"1"	"0.933804950600397"	"0.933804950600397"	"0.0147101558350567"	"0.0207332486930764"	"0.0156738510999775"	"0.0150777937714918"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"DLBCL_C_D_1158_NULLPAIR"	"1"	"0.935593886916117"	"0.935593886916117"	"0.0148886480271604"	"0.019078680364322"	"0.015150525048233"	"0.0152882596441677"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"3"
"DLBCL_LS2367"	"1"	"0.937921740857065"	"0.937921740857065"	"0.0114016978756502"	"0.0114016978756502"	"0.0114016978756502"	"0.0278731655159846"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"3"
"DLBCL_C_D_1154_NULLPAIR"	"1"	"0.941475268354307"	"0.941475268354307"	"0.0130429531619853"	"0.0169368953631762"	"0.0140164384785867"	"0.0145284446419445"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"DLBCL_RICOVER_694"	"1"	"0.942289579737719"	"0.942289579737719"	"0.012567739639356"	"0.0186604745856693"	"0.0135425776431171"	"0.0129396283941386"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"3"
